Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
ABCAPITAL-I.NFO,12/09/2022,10:52:22,116.85,116.85,5400,117,10800,5400,23895000
ABCAPITAL-I.NFO,12/09/2022,10:52:38,116.85,116.9,5400,117,10800,5400,23895000
ABCAPITAL-I.NFO,12/09/2022,10:52:54,116.85,116.9,5400,117,10800,0,23895000
ABCAPITAL-I.NFO,12/09/2022,10:53:09,116.85,116.9,10800,117.1,5400,0,23895000
ABCAPITAL-I.NFO,12/09/2022,10:53:23,117,116.9,10800,117.1,5400,5400,23895000
ABCAPITAL-I.NFO,12/09/2022,10:53:38,116.9,116.85,10800,117,10800,5400,23895000
ABCAPITAL-I.NFO,12/09/2022,10:53:52,116.9,116.85,10800,117,5400,0,23895000
ABCAPITAL-I.NFO,12/09/2022,10:54:34,116.95,116.85,16200,117.05,5400,5400,23889600
ABCAPITAL-I.NFO,12/09/2022,10:54:47,116.95,116.85,16200,117.05,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,10:55:00,116.95,116.9,5400,117.05,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,10:55:14,116.95,116.9,5400,117.05,5400,5400,23889600
ABCAPITAL-I.NFO,12/09/2022,10:55:31,116.95,117,5400,117.1,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,10:56:22,117,116.95,5400,117.1,5400,5400,23889600
ABCAPITAL-I.NFO,12/09/2022,10:56:41,117,116.95,5400,117.1,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,10:56:58,117,116.95,10800,117.1,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,10:57:45,117,116.95,10800,117.05,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,10:58:05,117,116.95,10800,117.1,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,10:58:23,116.95,116.85,10800,117,27000,16200,23878800
ABCAPITAL-I.NFO,12/09/2022,10:58:46,116.95,116.85,10800,117,27000,0,23878800
ABCAPITAL-I.NFO,12/09/2022,10:59:08,116.85,116.8,5400,116.95,27000,10800,23878800
ABCAPITAL-I.NFO,12/09/2022,10:59:25,116.85,116.8,5400,116.95,27000,0,23878800
ABCAPITAL-I.NFO,12/09/2022,10:59:55,116.8,116.8,5400,117,5400,27000,23878800
ABCAPITAL-I.NFO,12/09/2022,11:00:08,116.8,116.8,5400,117,5400,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:00:21,116.8,116.85,16200,117.1,5400,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:00:34,116.8,116.9,5400,117.1,5400,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:01:13,116.8,116.9,5400,117.05,5400,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:01:40,116.8,116.9,5400,117.1,10800,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:01:53,116.8,116.9,16200,117.1,10800,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:02:04,116.8,116.9,21600,117.1,10800,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:02:34,116.8,116.9,5400,117.05,5400,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:02:59,116.8,116.95,5400,117.1,5400,0,23878800
ABCAPITAL-I.NFO,12/09/2022,11:03:28,117.05,116.95,5400,117.1,5400,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:03:48,117.1,117.05,5400,117.2,10800,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:04:05,117.1,117,21600,117.2,10800,0,23873400
ABCAPITAL-I.NFO,12/09/2022,11:04:25,116.9,116.9,10800,117.2,16200,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:04:53,116.9,116.95,10800,117.15,5400,0,23873400
ABCAPITAL-I.NFO,12/09/2022,11:05:12,117.15,117,16200,117.2,5400,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:05:28,117.05,117.05,5400,117.2,10800,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:06:00,117.05,117.05,10800,117.15,5400,0,23873400
ABCAPITAL-I.NFO,12/09/2022,11:06:21,117.05,117.05,5400,117.2,10800,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:06:49,117.05,117,5400,117.15,10800,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:07:10,117.1,117,5400,117.1,5400,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:07:48,117.1,117,5400,117.1,5400,0,23873400
ABCAPITAL-I.NFO,12/09/2022,11:08:04,117.1,117,5400,117.15,21600,0,23873400
ABCAPITAL-I.NFO,12/09/2022,11:08:20,117.05,117,16200,117.15,16200,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:08:46,117.1,117,10800,117.1,10800,5400,23873400
ABCAPITAL-I.NFO,12/09/2022,11:09:13,117.1,117,10800,117.1,10800,0,23873400
ABCAPITAL-I.NFO,12/09/2022,11:09:35,117.05,117,21600,117.1,16200,5400,23862600
ABCAPITAL-I.NFO,12/09/2022,11:09:54,117.05,117,16200,117.1,16200,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:10:11,117.1,117.05,16200,117.25,10800,16200,23862600
ABCAPITAL-I.NFO,12/09/2022,11:10:29,117.1,117.05,21600,117.25,5400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:10:45,117.1,117.05,21600,117.2,5400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:11:01,117.2,117.05,27000,117.25,16200,5400,23862600
ABCAPITAL-I.NFO,12/09/2022,11:11:16,117.25,117.15,16200,117.3,16200,10800,23862600
ABCAPITAL-I.NFO,12/09/2022,11:11:37,117.25,117.15,16200,117.3,32400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:12:24,117.15,117.05,21600,117.2,5400,10800,23857200
ABCAPITAL-I.NFO,12/09/2022,11:12:42,117.15,117.05,21600,117.15,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:13:01,117.15,117.05,21600,117.15,10800,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:13:20,117.15,117.05,10800,117.15,16200,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:14:13,117.05,117,10800,117.15,16200,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:14:48,117.05,117,21600,117.15,16200,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:15:04,117.05,117,16200,117.15,16200,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:16:21,117,117,5400,117.15,21600,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:16:44,117,117,5400,117.15,21600,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:17:06,117.15,117,16200,117.15,16200,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:17:27,117.15,117,16200,117.15,16200,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:18:22,117.15,117,10800,117.15,16200,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:18:41,117.15,117,16200,117.15,21600,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:19:06,117.15,117,16200,117.1,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:19:32,117,116.9,16200,117.1,5400,5400,23862600
ABCAPITAL-I.NFO,12/09/2022,11:19:57,117,116.95,10800,117.15,21600,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:20:24,117,116.95,5400,117.05,5400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:20:47,117,116.95,5400,117.1,5400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:21:07,117,116.9,10800,117.05,5400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:21:26,117,116.9,5400,117.05,5400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:21:44,117,116.9,10800,117.05,5400,0,23862600
ABCAPITAL-I.NFO,12/09/2022,11:22:03,116.9,116.85,16200,117.05,10800,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:22:37,116.9,116.85,21600,117.05,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:22:53,117.05,116.95,5400,117.1,5400,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:23:12,117.05,116.95,5400,117.05,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:23:40,117.05,116.95,5400,117,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:24:01,117.05,116.95,10800,117.1,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:24:49,116.95,116.85,10800,117,5400,5400,23851800
ABCAPITAL-I.NFO,12/09/2022,11:25:14,116.95,116.9,5400,117,5400,0,23851800
ABCAPITAL-I.NFO,12/09/2022,11:25:36,116.95,116.9,5400,117.05,5400,0,23851800
ABCAPITAL-I.NFO,12/09/2022,11:26:01,117,116.95,5400,117.05,5400,5400,23851800
ABCAPITAL-I.NFO,12/09/2022,11:26:27,117,116.95,5400,117.1,16200,0,23851800
ABCAPITAL-I.NFO,12/09/2022,11:26:50,117,116.95,5400,117,16200,0,23851800
ABCAPITAL-I.NFO,12/09/2022,11:27:12,116.95,116.9,5400,117,10800,10800,23857200
ABCAPITAL-I.NFO,12/09/2022,11:27:39,116.95,116.9,5400,117,10800,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:29:03,116.95,116.9,10800,117,10800,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:29:20,116.95,116.9,10800,117,10800,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:29:37,116.95,116.95,5400,117,10800,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:29:53,117,116.95,16200,117.05,5400,10800,23857200
ABCAPITAL-I.NFO,12/09/2022,11:30:09,117,116.95,10800,117.05,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:30:54,117,116.95,16200,117.05,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:31:09,117,116.95,16200,117,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:31:25,117,117,5400,117.1,5400,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:31:41,117,117,5400,117.1,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:32:22,117,117,5400,117.05,5400,0,23857200
ABCAPITAL-I.NFO,12/09/2022,11:32:47,117.05,117,5400,117.1,5400,5400,23857200
ABCAPITAL-I.NFO,12/09/2022,11:33:08,117.05,117,16200,117.1,5400,5400,23846400
ABCAPITAL-I.NFO,12/09/2022,11:33:27,117.05,117,16200,117.1,5400,0,23846400
ABCAPITAL-I.NFO,12/09/2022,11:34:15,117.05,117,5400,117.1,5400,0,23846400
ABCAPITAL-I.NFO,12/09/2022,11:35:01,117.1,116.95,10800,117.1,5400,5400,23846400
ABCAPITAL-I.NFO,12/09/2022,11:35:23,117,116.95,16200,117.15,27000,5400,23846400
ABCAPITAL-I.NFO,12/09/2022,11:35:43,117,116.95,16200,117.15,27000,0,23846400
ABCAPITAL-I.NFO,12/09/2022,11:36:08,117,116.95,5400,117.1,10800,0,23846400
ABCAPITAL-I.NFO,12/09/2022,11:37:59,117,116.95,10800,117,5400,0,23846400
ABCAPITAL-I.NFO,12/09/2022,11:38:18,117.1,116.95,10800,117.15,32400,10800,23841000
ABCAPITAL-I.NFO,12/09/2022,11:38:37,117,116.95,5400,117.1,5400,5400,23841000
ABCAPITAL-I.NFO,12/09/2022,11:39:26,117,116.95,21600,117.15,27000,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:40:06,116.95,116.95,10800,117.1,5400,5400,23835600
ABCAPITAL-I.NFO,12/09/2022,11:40:47,116.95,117,10800,117.15,16200,0,23835600
ABCAPITAL-I.NFO,12/09/2022,11:41:06,116.95,116.95,21600,117.15,21600,0,23835600
ABCAPITAL-I.NFO,12/09/2022,11:41:24,116.95,116.95,16200,117.1,5400,0,23835600
ABCAPITAL-I.NFO,12/09/2022,11:41:41,116.95,116.95,16200,117,5400,0,23835600
ABCAPITAL-I.NFO,12/09/2022,11:42:13,116.95,116.95,10800,117,5400,5400,23841000
ABCAPITAL-I.NFO,12/09/2022,11:42:29,116.95,116.95,10800,117,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:42:46,116.95,116.95,5400,117.1,16200,5400,23841000
ABCAPITAL-I.NFO,12/09/2022,11:43:03,116.95,117,5400,117.1,10800,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:43:22,117,116.95,5400,117.1,10800,5400,23841000
ABCAPITAL-I.NFO,12/09/2022,11:43:49,117,116.95,5400,117.1,10800,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:44:08,117,116.95,5400,117.1,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:44:26,116.95,116.9,16200,117.1,10800,5400,23841000
ABCAPITAL-I.NFO,12/09/2022,11:44:45,116.95,116.9,16200,117.05,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:45:22,116.95,116.9,21600,117.05,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:45:41,116.95,116.95,16200,117.15,21600,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:45:57,116.95,116.95,21600,117.1,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,11:46:23,117.1,117,10800,117.15,16200,5400,23824800
ABCAPITAL-I.NFO,12/09/2022,11:46:51,117.1,116.95,16200,117.1,5400,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:47:16,117.1,116.95,16200,117.15,21600,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:47:37,117.1,116.95,16200,117.1,5400,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:48:52,117.1,116.95,16200,117.1,10800,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:49:38,117.1,116.95,16200,117.05,5400,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:49:58,117.1,116.95,16200,117.1,10800,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:50:36,117.1,116.95,21600,117.1,10800,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:52:23,117.1,116.95,5400,117.1,10800,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:52:50,117.1,117,16200,117.15,16200,27000,23824800
ABCAPITAL-I.NFO,12/09/2022,11:53:13,117.1,117,16200,117.15,16200,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:53:40,116.95,116.9,21600,117.05,5400,21600,23824800
ABCAPITAL-I.NFO,12/09/2022,11:54:04,116.95,116.9,16200,117.05,10800,0,23824800
ABCAPITAL-I.NFO,12/09/2022,11:54:25,117,116.95,21600,117.1,10800,16200,23830200
ABCAPITAL-I.NFO,12/09/2022,11:54:46,117,116.95,16200,117.1,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,11:55:10,117,116.95,21600,117.1,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,11:55:59,117,116.95,10800,117,5400,0,23830200
ABCAPITAL-I.NFO,12/09/2022,11:57:29,117,116.95,10800,117.1,10800,5400,23830200
ABCAPITAL-I.NFO,12/09/2022,11:57:51,117,116.95,10800,117.1,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,11:58:40,116.95,116.95,5400,117.05,5400,5400,23830200
ABCAPITAL-I.NFO,12/09/2022,11:58:58,116.95,116.95,10800,117.1,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,11:59:44,116.95,116.95,10800,117.1,16200,5400,23830200
ABCAPITAL-I.NFO,12/09/2022,12:00:04,116.95,116.9,16200,117,10800,10800,23830200
ABCAPITAL-I.NFO,12/09/2022,12:00:25,116.95,116.9,10800,117,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,12:00:46,116.95,116.9,16200,117,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,12:01:05,116.95,116.9,21600,117,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,12:01:25,116.95,116.9,21600,117,10800,5400,23830200
ABCAPITAL-I.NFO,12/09/2022,12:01:45,116.95,116.9,16200,117,10800,0,23830200
ABCAPITAL-I.NFO,12/09/2022,12:02:52,116.9,116.9,10800,117,10800,5400,23830200
ABCAPITAL-I.NFO,12/09/2022,12:03:50,117,116.9,21600,117.05,5400,21600,23841000
ABCAPITAL-I.NFO,12/09/2022,12:04:07,117,116.9,21600,117.05,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,12:04:23,117,116.9,16200,117,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,12:04:59,117,116.9,5400,117,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,12:05:27,117,116.85,10800,117,5400,0,23841000
ABCAPITAL-I.NFO,12/09/2022,12:06:54,117,116.95,10800,117.1,5400,21600,23851800
ABCAPITAL-I.NFO,12/09/2022,12:07:10,117,116.9,16200,117.1,10800,0,23851800
ABCAPITAL-I.NFO,12/09/2022,12:07:28,117,116.9,5400,117.1,16200,0,23851800
ABCAPITAL-I.NFO,12/09/2022,12:07:45,117.1,116.95,16200,117.15,16200,10800,23851800
ABCAPITAL-I.NFO,12/09/2022,12:08:00,117.1,116.95,16200,117.15,16200,0,23851800
ABCAPITAL-I.NFO,12/09/2022,12:08:17,117,116.9,21600,117.1,5400,5400,23851800
ABCAPITAL-I.NFO,12/09/2022,12:08:34,117,116.9,21600,117.1,5400,0,23851800
ABCAPITAL-I.NFO,12/09/2022,12:08:51,117.2,117.1,16200,117.25,10800,27000,23851800
ABCAPITAL-I.NFO,12/09/2022,12:09:05,117.25,117.1,16200,117.25,5400,16200,23851800
ABCAPITAL-I.NFO,12/09/2022,12:09:22,117.2,117.15,16200,117.3,16200,5400,23889600
ABCAPITAL-I.NFO,12/09/2022,12:09:53,117.2,117.15,16200,117.3,16200,0,23889600
ABCAPITAL-I.NFO,12/09/2022,12:10:24,117.2,117.15,21600,117.3,16200,0,23889600
ABCAPITAL-I.NFO,12/09/2022,12:11:09,117.45,117.3,16200,117.5,16200,54000,23889600
ABCAPITAL-I.NFO,12/09/2022,12:11:09,117.45,117.3,16200,117.5,16200,0,23889600
ABCAPITAL-I.NFO,12/09/2022,12:11:35,117.45,117.2,16200,117.4,5400,32400,23889600
ABCAPITAL-I.NFO,12/09/2022,12:11:55,117.45,117.25,5400,117.45,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,12:12:14,117.45,117.25,10800,117.45,5400,0,23889600
ABCAPITAL-I.NFO,12/09/2022,12:12:32,117.6,117.55,5400,117.65,5400,151200,23949000
ABCAPITAL-I.NFO,12/09/2022,12:12:32,117.6,117.55,5400,117.65,5400,0,23949000
ABCAPITAL-I.NFO,12/09/2022,12:12:51,117.55,117.45,5400,117.65,5400,21600,23949000
ABCAPITAL-I.NFO,12/09/2022,12:13:09,117.55,117.45,5400,117.6,5400,0,23949000
ABCAPITAL-I.NFO,12/09/2022,12:13:28,117.55,117.4,5400,117.55,5400,0,23949000
ABCAPITAL-I.NFO,12/09/2022,12:13:45,117.55,117.35,16200,117.55,5400,0,23949000
ABCAPITAL-I.NFO,12/09/2022,12:14:03,117.55,117.4,16200,117.6,5400,5400,23949000
ABCAPITAL-I.NFO,12/09/2022,12:14:19,117.55,117.45,10800,117.65,5400,10800,23949000
ABCAPITAL-I.NFO,12/09/2022,12:14:36,117.55,117.45,5400,117.65,5400,10800,23949000
ABCAPITAL-I.NFO,12/09/2022,12:14:53,117.55,117.45,5400,117.65,5400,0,23949000
ABCAPITAL-I.NFO,12/09/2022,12:15:42,117.75,117.5,10800,117.75,16200,21600,24111000
ABCAPITAL-I.NFO,12/09/2022,12:15:42,117.75,117.5,10800,117.75,16200,0,24111000
ABCAPITAL-I.NFO,12/09/2022,12:16:05,117.75,117.65,5400,117.8,37800,5400,24111000
ABCAPITAL-I.NFO,12/09/2022,12:16:24,117.75,117.65,5400,117.8,37800,0,24111000
ABCAPITAL-I.NFO,12/09/2022,12:16:41,117.55,117.5,10800,117.75,5400,10800,24111000
ABCAPITAL-I.NFO,12/09/2022,12:17:08,117.55,117.55,5400,117.7,5400,0,24111000
ABCAPITAL-I.NFO,12/09/2022,12:17:35,117.55,117.5,5400,117.7,5400,5400,24111000
ABCAPITAL-I.NFO,12/09/2022,12:17:58,117.55,117.5,5400,117.7,5400,0,24111000
ABCAPITAL-I.NFO,12/09/2022,12:18:50,117.55,117.5,10800,117.7,5400,0,24111000
ABCAPITAL-I.NFO,12/09/2022,12:19:09,117.7,117.55,5400,117.7,5400,27000,24116400
ABCAPITAL-I.NFO,12/09/2022,12:19:29,117.7,117.55,5400,117.7,10800,0,24116400
ABCAPITAL-I.NFO,12/09/2022,12:19:48,117.7,117.6,5400,117.7,5400,10800,24116400
ABCAPITAL-I.NFO,12/09/2022,12:20:06,117.7,117.6,5400,117.7,5400,0,24116400
ABCAPITAL-I.NFO,12/09/2022,12:20:34,117.7,117.6,10800,117.7,5400,0,24116400
ABCAPITAL-I.NFO,12/09/2022,12:21:00,117.6,117.5,5400,117.65,5400,10800,24116400
ABCAPITAL-I.NFO,12/09/2022,12:21:27,117.6,117.5,5400,117.65,10800,0,24116400
ABCAPITAL-I.NFO,12/09/2022,12:21:52,117.6,117.5,5400,117.6,5400,0,24116400
ABCAPITAL-I.NFO,12/09/2022,12:22:41,117.5,117.45,5400,117.55,5400,5400,24154200
ABCAPITAL-I.NFO,12/09/2022,12:23:09,117.85,117.65,16200,117.9,21600,70200,24154200
ABCAPITAL-I.NFO,12/09/2022,12:23:09,117.85,117.65,16200,117.9,21600,0,24154200
ABCAPITAL-I.NFO,12/09/2022,12:23:30,117.9,117.85,5400,117.95,10800,32400,24154200
ABCAPITAL-I.NFO,12/09/2022,12:23:30,117.9,117.85,5400,117.95,10800,0,24154200
ABCAPITAL-I.NFO,12/09/2022,12:23:50,118.15,118,5400,118.15,10800,124200,24154200
ABCAPITAL-I.NFO,12/09/2022,12:23:50,118.15,118,5400,118.15,10800,0,24154200
ABCAPITAL-I.NFO,12/09/2022,12:24:16,118.05,118,5400,118.15,5400,54000,24121800
ABCAPITAL-I.NFO,12/09/2022,12:24:42,118,117.95,5400,118.1,10800,5400,24121800
ABCAPITAL-I.NFO,12/09/2022,12:25:02,118,117.75,10800,117.9,5400,21600,24121800
ABCAPITAL-I.NFO,12/09/2022,12:25:25,117.8,117.75,10800,117.9,5400,5400,24121800
ABCAPITAL-I.NFO,12/09/2022,12:25:51,117.8,117.75,10800,117.9,5400,0,24121800
ABCAPITAL-I.NFO,12/09/2022,12:26:13,117.8,117.75,10800,117.85,5400,5400,24121800
ABCAPITAL-I.NFO,12/09/2022,12:26:34,117.75,117.75,5400,117.95,10800,21600,24121800
ABCAPITAL-I.NFO,12/09/2022,12:26:53,117.75,117.65,16200,117.8,5400,5400,24121800
ABCAPITAL-I.NFO,12/09/2022,12:27:14,117.8,117.75,5400,117.9,5400,5400,24121800
ABCAPITAL-I.NFO,12/09/2022,12:27:33,117.9,117.8,5400,117.9,5400,5400,24143400
ABCAPITAL-I.NFO,12/09/2022,12:27:52,117.9,117.8,5400,117.95,5400,21600,24143400
ABCAPITAL-I.NFO,12/09/2022,12:28:11,117.9,117.8,5400,117.95,5400,0,24143400
ABCAPITAL-I.NFO,12/09/2022,12:28:29,117.9,117.8,5400,117.9,5400,0,24143400
ABCAPITAL-I.NFO,12/09/2022,12:29:03,117.9,117.75,10800,117.9,5400,0,24143400
ABCAPITAL-I.NFO,12/09/2022,12:29:19,117.95,117.9,5400,118,16200,10800,24143400
ABCAPITAL-I.NFO,12/09/2022,12:29:35,117.95,117.85,5400,118,16200,0,24143400
ABCAPITAL-I.NFO,12/09/2022,12:29:52,117.95,117.8,10800,117.95,5400,5400,24143400
ABCAPITAL-I.NFO,12/09/2022,12:30:16,117.95,117.85,5400,117.95,5400,0,24143400
ABCAPITAL-I.NFO,12/09/2022,12:30:41,117.95,117.8,10800,117.95,5400,0,24143400
ABCAPITAL-I.NFO,12/09/2022,12:32:18,117.75,117.8,5400,117.95,5400,10800,24148800
ABCAPITAL-I.NFO,12/09/2022,12:32:38,117.8,117.7,5400,117.9,5400,5400,24148800
ABCAPITAL-I.NFO,12/09/2022,12:32:57,117.7,117.6,10800,117.85,5400,10800,24148800
ABCAPITAL-I.NFO,12/09/2022,12:33:16,117.7,117.55,5400,117.7,5400,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:33:36,117.7,117.55,5400,117.75,10800,5400,24148800
ABCAPITAL-I.NFO,12/09/2022,12:33:53,117.5,117.5,5400,117.7,10800,10800,24148800
ABCAPITAL-I.NFO,12/09/2022,12:34:10,117.5,117.5,5400,117.65,5400,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:34:27,117.55,117.5,10800,117.6,5400,5400,24148800
ABCAPITAL-I.NFO,12/09/2022,12:34:43,117.6,117.55,16200,117.65,5400,5400,24148800
ABCAPITAL-I.NFO,12/09/2022,12:34:59,117.6,117.55,16200,117.65,5400,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:35:38,117.6,117.55,10800,117.65,5400,5400,24148800
ABCAPITAL-I.NFO,12/09/2022,12:36:04,117.9,117.75,27000,117.95,16200,16200,24148800
ABCAPITAL-I.NFO,12/09/2022,12:36:25,117.9,117.75,37800,117.95,5400,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:36:44,117.9,117.75,37800,117.9,5400,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:37:03,117.9,117.75,37800,117.9,10800,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:37:38,117.9,117.8,21600,117.9,10800,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:38:12,117.8,117.7,5400,117.85,16200,21600,24148800
ABCAPITAL-I.NFO,12/09/2022,12:38:32,117.7,117.6,10800,117.8,16200,5400,24148800
ABCAPITAL-I.NFO,12/09/2022,12:38:59,117.7,117.6,16200,117.8,5400,0,24148800
ABCAPITAL-I.NFO,12/09/2022,12:39:28,117.8,117.65,5400,117.85,16200,10800,24170400
ABCAPITAL-I.NFO,12/09/2022,12:39:49,117.8,117.65,5400,117.85,16200,0,24170400
ABCAPITAL-I.NFO,12/09/2022,12:40:14,117.8,117.65,16200,117.8,5400,0,24170400
ABCAPITAL-I.NFO,12/09/2022,12:41:30,117.8,117.65,10800,117.8,16200,0,24170400
ABCAPITAL-I.NFO,12/09/2022,12:41:54,117.75,117.65,10800,117.8,10800,5400,24170400
ABCAPITAL-I.NFO,12/09/2022,12:42:14,117.75,117.75,10800,117.8,10800,0,24170400
ABCAPITAL-I.NFO,12/09/2022,12:42:52,117.75,117.75,10800,117.8,5400,0,24170400
ABCAPITAL-I.NFO,12/09/2022,12:43:10,117.75,117.65,16200,117.8,5400,0,24170400
ABCAPITAL-I.NFO,12/09/2022,12:43:45,117.85,117.7,5400,117.9,10800,10800,24181200
ABCAPITAL-I.NFO,12/09/2022,12:43:59,117.85,117.7,5400,117.9,10800,0,24181200
ABCAPITAL-I.NFO,12/09/2022,12:44:13,117.65,117.7,5400,117.85,10800,16200,24181200
ABCAPITAL-I.NFO,12/09/2022,12:44:34,117.65,117.75,5400,117.8,5400,0,24181200
ABCAPITAL-I.NFO,12/09/2022,12:44:58,117.85,117.7,21600,117.9,5400,21600,24181200
ABCAPITAL-I.NFO,12/09/2022,12:45:18,117.85,117.7,10800,117.85,5400,0,24181200
ABCAPITAL-I.NFO,12/09/2022,12:45:40,117.85,117.7,5400,117.85,5400,0,24181200
ABCAPITAL-I.NFO,12/09/2022,12:46:07,117.85,117.75,5400,117.9,5400,0,24181200
ABCAPITAL-I.NFO,12/09/2022,12:46:29,117.9,117.8,5400,117.95,10800,5400,24202800
ABCAPITAL-I.NFO,12/09/2022,12:46:47,117.9,117.75,16200,117.95,10800,0,24202800
